,shock_0,s_0,k_0,y_0,c_0
0,1,0.12756920724327292,23.070843176993726,3.3844879433405777,2.952731499484205
1,1,0.1262334536471712,23.462172976810646,3.401609070517314,2.9722122095883696
2,1,0.12498504855218656,23.834253661380156,3.417703619406974,2.9905417665984095
3,1,0.12382164437813417,24.188035920436356,3.432844352548752,3.0077839199219745
4,1,0.12273296996396073,24.524447660782172,3.447098565547185,3.0240259208390703
5,1,0.12171352211320902,24.844350447893707,3.4605268655534873,3.039333952379589
6,1,0.12075943591548605,25.148563969477312,3.4731847744965627,3.0537649402981035
7,1,0.11986527519518397,25.437874025748208,3.4851235190528516,3.0673782293523737
8,1,0.11902602791203945,25.713023429045663,3.496390043672352,3.08022862474283
9,0,0.11823780286914287,25.974713976764548,3.507027435624843,3.092364217034757
10,0,0.10242374876887872,26.22361239812367,2.8776071945180313,2.5828718781711983
11,0,0.10232362182379372,26.26045851985359,2.8788195739854108,2.5842483285979925
12,0,0.10222832131975675,26.295528539913523,2.8799724073097295,2.585557662663237
13,0,0.1021376165146852,26.3289073700208,2.8810686480433527,2.5868031633170183
14,0,0.1020512875162278,26.360675929256107,2.882111100417889,2.5879879518554314
15,0,0.10196912478898529,26.390911325403174,2.883102427170247,2.5891149959946973
16,0,0.10189148451345215,26.419687028673668,2.884045156931214,2.5901855144876604
17,0,0.10181798568304773,26.44707599523909,2.8849417879771315,2.59120282631245
18,0,0.10174802427779332,26.4731467582545,2.885794661447678,2.5921707561739735
19,1,0.10168143106950304,26.49796237974551,2.886605928494952,2.5930917067518737
20,1,0.11662158262338934,26.52158294106095,3.529017107007106,3.117457546882922
21,1,0.11597638464662773,26.74377778285507,3.537860934113089,3.1275526135921115
22,1,0.11536849345313789,26.955132944292625,3.5462257144753337,3.137102996351537
23,1,0.11479576944331026,27.156181656217598,3.5541400964601038,3.1461398493776453
24,1,0.11425675534780141,27.347432330605134,3.561630798263127,3.1546904195067818
25,1,0.11374776474706863,27.52937261130066,3.5687228813948275,3.1627886306344477
26,1,0.11326661923466116,27.702457100787527,3.5754393745849384,3.170461444347211
27,1,0.11281362363531124,27.867116343133656,3.581801718011067,3.1777256870590556
28,1,0.11238523484684551,28.023771189230462,3.5878303946412338,3.1846112331488285
29,0,0.11197988576896735,28.17281114712781,3.5935441622799345,3.191139497482088
30,0,0.09700572356157496,28.31460617705869,2.9446041045920834,2.658960652823745
31,0,0.09716257053237252,28.25093437123304,2.9426160563243204,2.6567039162020167
32,0,0.09731212493460217,28.190312051677598,2.940720306436874,2.654552564579167
33,0,0.09745602422479267,28.132592539692467,2.9389126777798995,2.652497932659631
34,0,0.09759301665111764,28.077643443121755,2.9371893977312156,2.650540223930947
35,0,0.09772343753733052,28.02533026009694,2.9355465885897982,2.6486748849018196
36,0,0.09784760557620405,27.975525159610047,2.9339805457676773,2.6468975745571455
37,0,0.09796622465836946,27.928106637751565,2.932487730510651,2.645202978695533
38,0,0.09808014173136519,27.882961386616536,2.931064832070127,2.643585577916869
39,1,0.09818858659309915,27.83998476872655,2.9297087860003366,2.642044821173579
40,1,0.11300082200723174,27.79907165984513,3.579175707432947,3.174725910384709
41,1,0.11256129696309775,27.95903614522616,3.585342010215402,3.181771263489276
42,1,0.11214739986203257,28.111219065783164,3.591185468645502,3.1884433559145937
43,1,0.11175540546158541,28.25600962295076,3.5967245572511115,3.194771146021872
44,1,0.11138499323593432,28.393765154791517,3.601976101253082,3.2007700175790106
45,1,0.11103471257859086,28.524831163069482,3.6069560948634423,3.2064587615866835
46,1,0.11070317183082008,28.64953508929658,3.6116795062074227,3.211855129233891
47,1,0.11038944142032533,28.768187034918913,3.616160344213735,3.2169744237296496
48,1,0.11009265420693852,28.881082789275734,3.620411807718436,3.221831062484573
49,0,0.10981089452623159,28.988504508873085,3.6244463410736554,3.2264426461980302
50,0,0.09512683972824192,29.09071500892317,2.968589002393606,2.686196512143888
51,0,0.09536652200564756,28.989898697260195,2.9654988831835825,2.682689568682732
52,0,0.09559680164990526,28.893899128643145,2.9625494021146737,2.6793391545426717
53,0,0.09581668300417467,28.80249319534221,2.9597346733585828,2.676142714384919
54,0,0.09602604426590407,28.715460524522893,2.957048796380869,2.673095097763161
55,0,0.09622762603771697,28.632588224562753,2.954486009294046,2.670182834458032
56,0,0.0964196882449268,28.553686448834643,2.95204117919104,2.667406289007254
57,0,0.09660255404280839,28.478562683558767,2.9497090148294087,2.6647595903137917
58,0,0.09677804181305842,28.407033260654064,2.9474844285923854,2.662232657318733
59,1,0.09694580197057011,28.338931262126156,2.945362789540451,2.6598222318141764
60,1,0.11170677842921477,28.27409391456474,3.5974149907373154,3.1955593514490865
61,1,0.11133872598010221,28.410971850447307,3.6026308044785473,3.2015184805312353
62,1,0.11099118986704798,28.54120155809916,3.6075769795843518,3.207167718083314
63,1,0.11066176004126635,28.665111493657612,3.612268482032159,3.2125284940688865
64,1,0.11035048201711492,28.783006916020074,3.616719101077992,3.217612404953529
65,1,0.11005558283530328,28.895184476535256,3.6209420356852795,3.2224371495350868
66,1,0.10977601437157895,29.00192196582537,3.624949536848965,3.2270170243955847
67,1,0.10951199547464485,29.1034829313511,3.628753109313772,3.231361115227999
68,1,0.10926076557113643,29.200124315227548,3.632363820588192,3.235488968717828
69,0,0.10902370232354007,29.292079424320026,3.635791685281737,3.2394042148751785
70,0,0.09444440648975716,29.379582445503093,2.977401763240942,2.6962028208300945
71,0,0.09471373735349013,29.2649630399796,2.973912247589814,2.692241904059265
72,0,0.09497206523183535,29.1558170015949,2.970580461284315,2.6884582999388056
73,0,0.0952191481816386,29.051887783533388,2.967399798633215,2.6848465174929945
74,0,0.09545480704938256,28.952927094100243,2.9643637820558766,2.6814010092155547
75,0,0.09568148707228442,28.858694915465207,2.961466072453415,2.6781085947269547
76,0,0.09589731558350016,28.76897377214147,2.9587009187324846,2.6749694430116038
77,0,0.0961035902159426,28.6835438328215,2.9560624014063785,2.671974191728865
78,0,0.09630159541065311,28.602200596726206,2.953544985139923,2.6691138909538146
79,1,0.09649011492518589,28.524754207495725,2.9511435072748275,2.6663873310971633
80,1,0.11123105344015967,28.451015042807818,3.6041533472347873,3.203259573661984
81,1,0.11088990605843606,28.579297896730445,3.609020906002368,3.2088169167728333
82,1,0.11056539014772723,28.701359539109717,3.6136382282717667,3.214094907710157
83,1,0.11025982042989362,28.817493941804404,3.6180185929685775,3.219096512595846
84,1,0.10996931603142157,28.92799975785763,3.6221751999745173,3.223847070687342
85,1,0.10969484769079775,29.03314460391828,3.626119851015256,3.2283531862495596
86,1,0.10943475899200349,29.133193727971943,3.6298640551698202,3.2326307571185744
87,1,0.10918742620052818,29.22839491235875,3.6334184837304577,3.2366948711825034
88,1,0.10895454704825083,29.318979104668184,3.6367930161970152,3.2405478804090277
89,0,0.10873293661878632,29.405180044357646,3.639997489101609,3.2442098728265822
90,0,0.094191726149975,29.487205915229303,2.9806696277735956,2.699915210450797
91,0,0.09447293166352297,29.367442958723984,2.9770326358948123,2.695783635123844
92,0,0.09474089971168405,29.25340352798884,2.9735597947827666,2.6918420644785566
93,0,0.0949982354634144,29.14480915298913,2.970243951880793,2.6880760175562384
94,0,0.0952440667340898,29.041406422219147,2.967078583868569,2.6844819532213022
95,0,0.0954788157603474,28.942946535992483,2.9640571853326096,2.6810525154311033
96,0,0.09570434597510853,28.849192339160755,2.9611734937217635,2.677776321186295
97,0,0.09591908075386057,28.75992586666147,2.958421732616285,2.6746526395414874
98,0,0.0961245616967356,28.674928462321205,2.9557960091079307,2.671671413267471
99,1,0.09632156186287714,28.593998105677336,2.953290855829685,2.6688252679608166
